gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TenureCategory,TotalSpend,HasInternet,NumServices
0,0,1,0,0.43281069256250915,1,2,0,0,0,0,2,2,0,1,1,0,0.0029349840813665527,0.27591340217116167,0,1,0.2247530217335792,1,2
1,0,0,0,0.10704778280226633,1,0,2,1,1,1,1,1,1,0,0,0,-1.462769970065154,-0.6814613009470655,0,1,-0.6859281311690629,0,0
1,0,1,0,-0.9516816739185228,1,0,0,2,2,0,2,2,0,0,1,3,0.13920233809498894,-0.7459471079804175,0,2,-0.7326036865498559,1,4
1,0,0,0,-0.8295205827584317,1,2,1,0,0,0,2,2,2,0,1,3,1.1695164781979852,-0.5080052975711509,1,2,-0.47699209494936395,1,3
0,1,1,0,1.3286586944031769,1,2,1,2,2,2,0,2,2,0,1,1,1.4835961112293827,2.18300222126603,0,0,2.133482958873678,1,5
0,0,0,0,-1.2367242199587352,1,2,1,0,0,2,0,2,0,0,1,2,0.8853491911695783,-0.9226704511170086,1,2,-0.9259076067763659,1,2
1,0,0,0,-0.21871512695797646,1,2,0,0,0,0,0,0,0,0,0,3,-0.5238546649712943,-0.43797825891665165,0,1,-0.42241216453246705,1,0
0,0,0,0,0.3106496014024181,1,0,0,0,0,2,0,0,0,1,1,3,-0.4823097399671412,-0.11468823556971348,0,1,-0.1190431338171903,1,1
0,1,0,0,-1.1145631287986442,1,0,1,0,0,2,0,0,0,0,1,1,0.358559542116917,-0.8537693200827423,1,2,-0.8398205725144399,1,1
1,0,1,1,-0.9924020376385531,1,0,2,1,1,1,1,1,1,1,0,1,-1.491020519067978,-0.9401772107806334,0,2,-0.936329017438492,0,0
0,1,1,0,1.0436161483629645,1,2,1,0,2,0,0,2,2,1,1,0,1.0980592071908417,1.4020859418443392,0,0,1.4982184936815426,1,3
0,0,1,1,0.7992939660427822,1,0,1,2,0,2,0,2,2,1,0,2,1.1811490571991479,1.307443471884743,0,0,1.2965023754417486,1,4
1,0,1,0,-1.1960038562387048,1,0,0,0,0,2,2,0,0,0,1,3,-0.29785027294870164,-0.9399122913405784,0,2,-0.9327080188186007,1,2
1,0,0,1,0.35136996512244845,1,0,1,2,2,2,2,2,2,2,1,2,1.541759006235197,0.9819016332973385,0,1,1.0057406021164594,1,6
1,0,0,0,-0.5037576729981889,1,2,1,0,0,0,2,2,2,0,1,3,1.1229861621933337,-0.11097936340894551,0,1,-0.136264956521551,1,3
1,0,0,1,-1.2774445836787656,1,2,0,0,0,0,0,0,0,0,1,2,-0.4889569279678058,-0.9860524271501319,0,2,-0.9845280417508244,1,0
1,0,0,1,-1.1552834925186746,1,2,1,0,0,0,2,0,0,0,0,1,0.53304822713436,-0.8613636773643147,1,2,-0.8639090450406675,1,1
1,0,0,0,-0.38159658183809786,1,0,2,1,1,1,1,1,1,0,0,2,-1.4594463760648215,-0.7989089193713833,0,1,-0.794867199404083,0,0
0,1,0,0,-1.0738427650786138,1,0,2,1,1,1,1,1,1,0,0,0,-1.504314895069307,-0.9609954634449438,0,2,-0.9549639127750053,0,0
1,0,1,1,-0.9924020376385531,1,0,2,1,1,1,1,1,1,0,1,3,-1.5093002860698053,-0.9407732795207568,0,2,-0.9382719923077018,0,0
1,0,0,0,-0.5851984004382496,1,2,0,2,0,2,0,2,0,0,0,3,0.1574821050968162,-0.4785771631050577,0,1,-0.4542062987559022,1,3
1,1,0,0,0.7992939660427822,0,1,0,2,0,0,0,2,2,0,1,1,-0.5305018529719588,0.11998623507887667,0,0,0.11393721640898145,1,3
1,0,0,0,-0.055833672077855064,1,0,1,0,2,0,0,2,2,0,1,2,0.9883806051798778,0.3072622025776525,0,1,0.28699445532792905,1,3
1,0,1,1,-0.13727439951791576,1,0,2,1,1,1,1,1,1,0,1,3,-1.4660935640654862,-0.7190136315748409,0,1,-0.7421860853366412,0,0
0,0,1,0,0.14776814652229667,1,2,1,2,2,2,2,0,2,2,1,1,1.3722557122182522,0.6848607111358356,0,1,0.6792545863095597,1,5
0,0,1,0,-0.6666391278783103,1,2,1,0,2,0,0,2,2,0,1,2,1.1711782751981514,-0.33050927273439984,1,1,-0.3000930648117514,1,3
1,0,1,0,0.3920903288424788,1,2,1,0,0,2,2,2,2,1,1,2,1.4470365772257276,1.0167826929045607,0,1,1.001965048677426,1,4
1,0,0,0,-1.2774445836787656,1,0,2,1,1,1,1,1,1,0,0,2,-1.4694171580658184,-0.9990776329528288,1,2,-0.9975548050784818,0,0
0,0,0,0,1.125056875803025,1,0,1,0,2,2,0,2,2,2,1,2,1.1595456961969886,1.6150149417884267,0,0,1.6336085152496707,1,4
1,0,0,0,-1.1145631287986442,1,2,1,0,2,2,0,0,0,0,1,2,0.682609957149311,-0.8208751562759316,1,2,-0.818293294133989,1,2
1,0,1,0,-0.4223169455581282,1,2,1,2,0,0,2,2,0,0,0,1,1.0349109211845293,-0.021348286190387228,0,1,-0.07497293110192876,1,3
1,0,1,0,0.14776814652229667,1,0,2,1,1,1,1,1,1,1,0,3,-1.4876969250676457,-0.7137593960137529,0,1,-0.6886880386537362,0,0
0,0,0,0,-1.1552834925186746,1,0,1,0,0,0,0,0,0,0,0,2,0.1873944510998066,-0.8840805193490184,1,2,-0.8822789892586522,1,0
1,0,0,0,-0.9516816739185228,1,0,0,2,0,0,2,0,2,0,0,3,0.006258578081699082,-0.7662796750046275,0,2,-0.7485007536615734,1,3
1,0,1,1,-1.2774445836787656,1,0,1,0,2,0,0,0,0,0,0,1,0.32698539911376057,-0.9752128067278877,0,2,-0.9736871251510282,1,1
1,0,1,1,-0.8295205827584317,1,0,0,2,0,0,0,0,0,0,1,2,-0.5172074769706297,-0.7559698934624927,0,2,-0.7459174802559193,1,1
0,0,0,0,-0.38159658183809786,1,2,0,0,0,0,2,2,2,1,1,3,0.29873485011093664,-0.23255530977411823,0,1,-0.2575904895477843,1,3
1,0,0,0,1.2064976032430856,1,2,1,2,2,0,0,0,2,1,1,0,0.9152615371725683,1.5224697507292648,0,0,1.5203860705984376,1,3
1,0,0,0,0.18848851024232702,1,2,1,0,0,0,2,2,2,0,0,0,1.1312951471941644,0.5264168093630293,1,1,0.6076294672673213,1,3
0,0,0,0,-0.9924020376385531,1,0,2,1,1,1,1,1,1,0,0,3,-1.5142856770703037,-0.9388967668203683,0,2,-0.9388018945447592,0,0
1,0,1,0,-0.055833672077855064,1,2,1,0,0,2,0,2,0,0,0,1,0.7939503561604415,0.17656861215059205,0,1,0.20691297975265185,1,2
1,0,1,1,-0.7888002190384014,1,2,1,0,0,0,0,0,0,0,1,1,0.32033821111309646,-0.6122069439927261,1,1,-0.5795281778199423,1,0
0,0,0,0,-0.3408762181180675,1,2,1,0,0,2,0,2,2,0,1,2,1.1296333501939984,0.05474982296536927,1,1,0.0399275372999853,1,3
1,0,1,1,0.5142514200025698,1,2,1,0,2,2,0,0,2,0,1,0,1.0365727181846955,0.9596042470927219,0,1,0.9000251058235375,1,3
0,1,1,0,1.4915401492832983,1,2,1,0,2,0,2,2,2,2,0,1,1.3506523512160928,2.0821120678451406,0,0,2.2048431267973885,1,4
1,0,0,0,-1.2367242199587352,1,0,2,1,1,1,1,1,1,0,0,3,-1.479387940066815,-0.9919027314513432,0,2,-0.9887451803874051,0,0
1,0,1,1,1.1657772395230555,1,2,1,2,2,0,0,2,2,1,1,2,1.3705939152180862,1.882870572303887,1,0,1.8486605064554054,1,4
1,0,0,0,0.35136996512244845,1,2,1,0,2,2,0,2,2,0,1,2,1.327387193213767,0.9109252999826427,1,1,0.8889633966249672,1,4
0,0,0,0,0.47353105628253944,0,1,0,0,0,2,0,2,2,1,1,2,-0.5221928679711283,-0.00808023756763996,0,1,-0.053600207540619754,1,3
1,0,0,0,0.26992923768238775,0,1,0,0,0,2,2,0,0,1,0,3,-0.9708780580159815,-0.43011898219502426,0,1,-0.39439358374806494,1,2
1,0,1,1,1.6137012404433893,0,1,0,2,2,2,2,2,2,2,1,1,0.011243969082197169,1.0910263659799333,0,0,1.0631687570575388,1,6
0,1,0,0,-0.7888002190384014,1,0,1,0,0,2,0,2,2,0,1,2,1.0664850641876853,-0.4626157668417529,0,1,-0.4506515379156431,1,3
0,0,1,1,0.758573602322752,1,0,0,2,2,0,2,0,2,1,1,1,0.1657910900976468,0.5648080515509782,0,0,0.5641995630885039,1,4
0,1,1,0,1.5729808767233588,1,0,1,0,2,2,0,2,2,2,1,2,1.1445895231954935,2.176953227384778,0,0,2.1035434824799433,1,4
1,1,0,0,-0.4223169455581282,1,2,1,0,0,0,0,2,2,0,1,2,1.0614996731871873,-0.08846121100428316,1,1,-0.0672010316250891,1,2
0,0,0,0,-1.2367242199587352,1,0,0,0,2,0,2,0,0,0,1,1,-0.3227772279511935,-0.9627836696653141,1,2,-0.9580108506380846,1,2
0,0,0,0,0.9621754209229036,1,2,1,0,2,2,0,2,2,1,1,2,1.397182667220744,1.6032481033259902,0,0,1.6344033686052566,1,4
1,0,0,0,-1.2774445836787656,1,0,0,2,0,0,0,0,0,0,0,3,-0.44907379996381874,-0.9855225882700223,0,2,-0.9839981395137672,1,1
0,0,1,1,-0.38159658183809786,1,0,0,2,2,0,2,0,0,1,1,3,-0.23304018994222275,-0.44173128431742875,0,1,-0.4200938422453416,1,3
0,1,1,0,1.369379058123207,1,2,0,0,2,2,0,2,0,1,1,0,0.20235062410130134,1.084204690398521,0,0,1.058267161364759,1,3
0,0,0,0,-1.2774445836787656,1,0,2,1,1,1,1,1,1,0,0,3,-1.502653098069141,-0.9995191653529202,0,2,-0.9979963902760295,0,0
1,1,0,0,-0.5444780367182193,1,2,1,0,2,0,0,2,0,0,1,2,0.7789941831589463,-0.22407788769236292,1,1,-0.266620906837635,1,2
1,0,0,0,-0.8702409464784621,1,0,1,2,0,2,0,0,0,0,1,0,0.4898415051300408,-0.6568458696419688,0,2,-0.620463125632615,1,2
0,0,1,1,-0.9924020376385531,1,0,2,1,1,1,1,1,1,1,1,3,-1.4960059100684764,-0.9441289257614516,1,2,-0.9368589196755491,0,0
0,0,1,1,0.7992939660427822,1,2,1,2,2,2,0,0,2,0,0,0,1.109691786192005,1.1965967628417917,0,0,1.2471331503559149,1,4
1,0,0,0,-1.1960038562387048,1,0,2,1,1,1,1,1,1,0,1,2,-1.479387940066815,-0.9810189577890899,0,2,-0.979803080137064,0,0
0,0,1,1,0.758573602322752,1,0,1,2,2,0,0,0,0,0,1,0,0.47820892612887816,0.7661689026126707,0,0,0.7758955067928761,1,2
1,1,0,0,-0.7073594915983407,1,2,1,0,0,0,0,0,0,0,0,2,0.36188313611724954,-0.5018679972098802,1,1,-0.5055405779708234,1,0
1,1,1,0,1.2879383306831464,1,2,1,0,2,2,0,0,2,0,1,2,0.9800716201790471,1.6769840141412573,0,0,1.6570125307196992,1,3
0,0,0,0,0.18848851024232702,0,1,0,0,0,2,0,0,2,0,1,1,-0.8163309370005319,-0.3551909338995103,0,1,-0.3498155580556235,1,2
1,0,0,0,-0.7888002190384014,1,0,2,1,1,1,1,1,1,2,0,3,-1.4893587220678117,-0.9005717544924329,0,1,-0.8921042599040888,0,0
1,0,1,0,0.6771328748826912,1,2,0,2,0,0,0,0,0,1,1,2,-0.31280644595019663,0.15482314144608958,0,0,0.19101591264093432,1,1
0,1,0,0,0.5142514200025698,1,2,1,0,0,2,0,2,2,1,1,0,1.2426355462052947,1.082659326998201,0,1,1.0232273759393484,1,3
0,0,0,0,-0.5851984004382496,1,0,1,0,0,0,0,0,0,0,1,2,0.21065960910213194,-0.4572290715606375,0,1,-0.44148864506652813,1,0
1,1,0,0,-1.2774445836787656,1,2,1,0,0,0,0,0,0,0,1,2,0.3303089931140931,-0.9751686534878785,1,2,-0.9736429666312735,1,0
1,0,1,0,1.4508197855632678,0,1,0,2,0,2,0,2,2,2,1,0,-0.3543513709543497,0.6672435683721878,0,0,0.6178742438504282,1,4
1,0,0,0,0.880734693482843,1,0,2,1,1,1,1,1,1,2,0,1,-1.4993295040688086,-0.5627773918024916,0,0,-0.5380633277702124,0,0
0,1,1,1,-0.38159658183809786,1,0,1,0,2,2,0,0,2,0,1,0,0.787303168159777,-0.06744426875993138,0,1,-0.10829053425690349,1,3
1,0,0,0,-0.62591876415828,1,0,1,0,0,2,0,0,0,0,1,2,0.395119076120572,-0.4281762396346221,1,1,-0.43122178922354376,1,1
1,0,1,0,1.5729808767233588,1,2,0,2,2,2,2,0,2,2,0,1,0.5197538511330312,1.5205711614088717,0,0,1.5141155607932606,1,5
0,0,1,1,1.4100994218432374,1,0,2,1,1,1,1,1,1,2,1,0,-1.5126238800701375,-0.4019712916891962,0,0,-0.4370948723509284,0,0
0,0,1,1,-0.748079855318371,1,2,1,0,0,0,0,2,0,0,1,2,0.6659919871476498,-0.4765902673046463,0,1,-0.482379434359446,1,1
0,1,0,0,-1.2774445836787656,0,1,0,0,0,0,0,0,0,0,1,3,-1.2949284730483754,-0.9967595878523489,1,2,-0.9952364827913563,1,0
0,0,0,1,1.247217966963116,1,0,2,1,1,1,1,1,1,2,0,1,-1.504314895069307,-0.47164510442362245,0,0,-0.46414196570072563,0,0
0,0,0,0,0.35136996512244845,1,2,0,0,0,2,2,0,2,1,1,2,0.12756975909382579,0.2621596679083141,0,1,0.2353731457346017,1,3
0,0,1,0,-0.62591876415828,1,2,1,0,0,0,0,2,2,0,0,2,0.925232319173565,-0.31066239135029045,0,1,-0.3114859629084824,1,2
1,0,1,0,0.9621754209229036,1,2,1,2,0,0,0,2,2,1,1,2,1.1894580421999785,1.4268779861094723,0,0,1.479848549463558,1,3
0,0,0,0,-1.1145631287986442,1,0,2,1,1,1,1,1,1,0,0,1,-1.4694171580658184,-0.9657198601259221,0,2,-0.9612565018400602,0,0
0,0,0,0,-1.2367242199587352,0,1,0,2,2,0,0,0,2,0,1,2,-0.736564680992558,-0.9761841780080887,1,2,-0.9690063220570225,1,3
0,0,1,0,-1.1960038562387048,1,0,2,1,1,1,1,1,1,0,1,3,-1.5009913010689746,-0.9837564586696566,0,2,-0.9806641712722819,0,0
1,0,0,0,0.18848851024232702,1,2,0,2,2,2,2,0,0,1,0,2,0.08934842809000525,0.07064498936866041,0,1,0.0954127173718551,1,4
0,0,0,0,-0.13727439951791576,1,0,0,2,2,2,0,0,2,0,1,0,0.13587874409465642,-0.1381115293945633,1,1,-0.12493829620445228,1,4
1,0,0,0,-0.9924020376385531,1,0,0,0,0,0,0,0,0,0,0,3,-0.7049905379894018,-0.860061156784045,0,2,-0.8527810980624652,1,0
0,0,0,0,1.247217966963116,1,2,1,0,2,2,2,2,2,0,1,1,1.4985522842308774,2.083878197445506,0,0,2.0493830580007164,1,5
0,0,1,1,-1.0331224013585834,1,0,2,1,1,1,1,1,1,0,0,3,-1.4660935640654862,-0.9379695487801764,0,2,-0.9427982405825658,0,0
0,0,0,0,-1.1960038562387048,1,0,1,0,2,0,0,2,2,0,0,2,1.0182929511828682,-0.8787159006879076,0,2,-0.8802476973499327,1,3
1,0,1,1,1.6137012404433893,1,0,2,1,1,1,1,1,1,2,0,0,-1.4544609850643233,-0.3486121011381481,0,0,-0.3389525621959499,0,0
0,0,0,0,-0.5444780367182193,1,0,0,0,0,0,0,0,2,0,1,2,-0.2845558969473725,-0.5253795975147483,0,1,-0.5351047069466427,1,1
0,0,1,0,1.0843365120829946,1,0,2,1,1,1,1,1,1,2,0,0,-1.5408744290729617,-0.5410760743379983,0,0,-0.5272444904302934,0,0
1,0,1,1,-1.2367242199587352,1,0,1,0,0,2,2,0,2,0,0,1,0.8388188751649267,-0.924237891137333,1,2,-0.9271440453294996,1,3
0,0,1,1,0.10704778280226633,1,2,2,1,1,1,1,1,1,0,1,2,-1.2965902700485417,-0.6184767040740243,0,1,-0.6086507215982138,0,0
1,0,0,0,-0.748079855318371,1,0,2,1,1,1,1,1,1,0,0,1,-1.5009913010689746,-0.8755147907872448,0,1,-0.8854584026809957,0,0
0,0,0,0,-0.748079855318371,1,0,1,0,0,2,0,0,0,0,0,2,0.35191235411625243,-0.5551609579009146,1,1,-0.5408011559950081,1,1
0,0,1,1,1.4915401492832983,1,0,2,1,1,1,1,1,1,2,0,1,-1.4943441130683104,-0.37369114146334076,0,0,-0.40333568399840597,0,0
1,1,1,0,-1.0331224013585834,1,2,0,2,2,0,2,0,0,0,0,2,-0.018668376920792765,-0.7984232337312828,0,2,-0.8081809931101465,1,3
1,0,1,1,1.4915401492832983,1,0,0,2,2,2,2,2,0,2,1,0,0.3652067301175816,1.3708916777778801,0,0,1.3014260503944057,1,5
0,0,1,1,1.6137012404433893,1,2,0,0,2,0,2,2,2,2,1,2,0.47156173812821356,1.521895758609146,0,0,1.5035175160521155,1,4
1,0,0,0,-0.9924020376385531,1,2,1,0,2,0,0,2,2,0,0,2,1.1994288242009752,-0.6462932452797838,1,2,-0.650358443506595,1,3
0,0,1,1,-1.1552834925186746,1,0,0,2,0,0,0,0,0,0,0,2,-0.4806479429669752,-0.9122944397148602,0,2,-0.9177824391414882,1,1
1,0,1,1,1.247217966963116,1,0,1,0,2,2,0,0,0,0,1,1,0.5164302571326987,1.1537460434129196,0,0,1.2273059749860225,1,2
1,0,0,0,1.6137012404433893,1,0,2,1,1,1,1,1,1,2,0,0,-1.4926823160681442,-0.37494950880360134,0,0,-0.37551581655290023,0,0
0,0,0,0,0.5549717837226001,1,0,2,1,1,1,1,1,1,2,1,2,-1.451137391063991,-0.5943911116490374,0,1,-0.5780267881482801,0,0
0,0,1,0,-1.1145631287986442,1,0,1,0,0,0,0,0,0,0,0,2,0.1724382780983114,-0.862379201884525,1,2,-0.8521849580457758,1,0
1,0,1,0,-0.0965540357978854,1,0,0,0,0,2,0,0,0,0,1,3,-0.4906187249679718,-0.3569349868798713,0,1,-0.3442515845665224,1,1
1,0,0,0,1.247217966963116,1,2,1,0,2,2,0,2,2,2,1,0,1.329048990213933,1.877925409422863,0,0,1.9075017340286378,1,4
0,0,0,0,1.125056875803025,1,0,2,1,1,1,1,1,1,2,0,0,-1.4926823160681442,-0.510058423231576,0,0,-0.48070141060876476,0,0
0,0,1,0,1.247217966963116,1,2,1,0,2,2,0,2,2,1,1,2,1.42044782522307,2.0268322113536947,1,0,1.9840063695037784,1,4
1,0,1,1,-0.30015585439803716,1,0,1,0,0,0,2,2,0,0,0,2,0.7025515211513048,-0.037199299353669064,0,1,-0.05832516915438017,1,2
1,0,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,0,0,1,3,-0.62854787598176,-0.987906863230516,1,2,-0.9863826995805249,1,0
1,1,1,0,-1.0738427650786138,1,2,1,0,0,2,0,0,0,0,1,2,0.53304822713436,-0.8063266636929193,0,2,-0.7925488771169575,1,1
1,0,0,0,-0.4223169455581282,1,2,2,1,1,1,1,1,1,2,0,3,-1.3132082400502028,-0.7580230191229178,0,1,-0.7613288036503345,0,0
0,0,1,1,-0.055833672077855064,1,2,0,0,2,0,2,2,2,2,0,0,0.5247392421335293,0.0831403562912475,0,1,0.09603093664842173,1,4
0,0,1,1,0.26992923768238775,1,0,1,0,0,2,2,0,0,0,1,0,0.5563133851366857,0.3638225030293637,0,1,0.3969491695173088,1,2
1,0,0,0,-0.2594354906780068,1,0,2,1,1,1,1,1,1,0,0,3,-1.4577845790646555,-0.7793048808073243,0,1,-0.7666719845406617,0,0
0,0,1,0,0.8400143297628127,1,0,1,2,2,2,0,2,2,1,1,0,1.3739175092184182,1.5393804416527663,1,0,1.4765366604819499,1,5
0,0,0,0,-1.2774445836787656,1,0,1,0,2,0,2,2,0,0,0,2,0.895319973170575,-0.9676626026863244,1,2,-0.9661360182729625,1,3
1,0,0,0,-0.8295205827584317,1,2,0,2,2,0,2,0,0,0,1,2,0.08270124008934066,-0.6406637071786182,0,2,-0.6502701264670854,1,3
0,0,0,0,-0.6666391278783103,1,2,1,0,2,2,0,0,2,0,1,1,1.0249401391835322,-0.3212812455724891,1,1,-0.33118066271911023,1,3
0,0,0,0,-1.2367242199587352,1,0,2,1,1,1,1,1,1,0,0,3,-1.4760643460664828,-0.9881497060505662,0,2,-0.9886568633478956,0,0
1,0,0,1,0.26992923768238775,0,1,0,2,0,0,2,2,0,1,0,0,-0.6551366279844181,-0.21754320817100992,0,1,-0.23078626805663838,1,3
1,0,0,0,-1.2774445836787656,1,2,1,0,0,0,0,0,0,0,1,2,0.3386179781149237,-0.9750582703878556,1,2,-0.9735325703318866,1,0
0,0,1,1,-1.0331224013585834,0,1,0,2,0,0,2,0,0,0,0,3,-1.0007904040189717,-0.8992692339121633,0,2,-0.8995228912228903,1,2
1,1,0,0,-1.1552834925186746,1,0,1,0,0,0,0,0,0,0,0,2,0.15249671409631763,-0.8926241712907873,0,2,-0.8841336470883525,1,0
1,1,0,0,-0.9109613101984924,1,2,1,0,0,0,0,2,2,0,1,2,1.0166311541827018,-0.61150049215258,1,2,-0.5855778950263458,1,2
0,0,0,0,0.9214550572028734,1,0,1,0,2,2,0,0,0,0,1,2,0.5579751821368518,0.9829392344375535,0,0,0.9739906264127788,1,2
1,0,1,1,1.6137012404433893,1,0,0,0,2,2,0,2,2,2,1,0,0.35357415111641893,1.4115568118263,0,0,1.3906483395589206,1,4
0,0,1,0,-0.9109613101984924,1,0,0,0,0,2,0,2,2,0,1,1,0.10098100709116792,-0.7197642366549962,0,2,-0.70723461695074,1,3
1,1,0,0,-0.8702409464784621,1,2,1,0,2,2,2,2,2,0,1,2,1.5500679912360276,-0.48579621784655247,0,2,-0.4655108798131235,1,5
0,0,1,1,-0.7073594915983407,1,0,0,0,0,0,0,0,0,0,0,2,-0.613591702980265,-0.7258132305362487,0,1,-0.6999484611912028,1,0
0,0,1,1,-0.38159658183809786,1,0,2,1,1,1,1,1,1,2,0,0,-1.4744025490663168,-0.7967674872309399,0,1,-0.7994376061987019,0,0
1,0,0,1,-1.2774445836787656,1,0,2,1,1,1,1,1,1,0,0,3,-1.4860351280674797,-0.9992983991528746,0,2,-0.9977755976772557,0,0
0,1,0,0,-1.1960038562387048,1,0,0,0,0,0,0,0,0,0,0,2,-0.6567984249845842,-0.9520323557230881,1,2,-0.9470153792191465,1,0
1,0,1,1,0.5956921474426305,1,0,1,2,2,2,0,0,2,1,1,2,1.0415581091851935,0.9308163346067613,0,1,0.9878784808756542,1,4
0,0,0,1,-0.7073594915983407,1,0,2,1,1,1,1,1,1,1,0,3,-1.4993295040688086,-0.8886724563099692,0,1,-0.8764721439108998,0,0
1,0,0,0,1.369379058123207,1,0,1,0,2,2,0,2,2,0,0,2,1.15456030519649,1.9547520470387703,1,0,1.8932606114077242,1,4
0,1,1,0,1.4508197855632678,1,0,0,0,2,2,2,0,0,1,1,0,-0.13665596393258767,0.7473375457487715,0,0,0.814556290838178,1,3
0,0,1,1,-0.62591876415828,1,0,1,0,0,2,2,2,2,1,0,0,1.1246479591934997,-0.25536045823884,1,1,-0.266444272758616,1,4
0,0,0,0,-1.0331224013585834,1,0,0,0,0,0,2,2,0,0,1,3,-0.17487729493640844,-0.8244957219566812,1,2,-0.8227091461094661,1,2
1,1,1,0,-0.8295205827584317,1,0,1,0,0,0,0,0,2,0,1,2,0.5214156481331973,-0.5886070372078397,1,2,-0.5803230311755281,1,1
0,1,1,0,-0.46303730927815856,1,2,0,0,2,2,0,0,2,1,0,0,0.2306011731041257,-0.34715504421784643,0,1,-0.3417345489405004,1,3
1,0,0,0,-0.46303730927815856,0,1,0,0,2,0,2,0,0,0,1,3,-0.9559218850144864,-0.6636896218433858,0,1,-0.6727909715420186,1,2
0,0,1,1,0.9621754209229036,1,2,0,2,0,0,0,2,0,1,0,0,0.014567563082529699,0.5425768952063753,0,0,0.6056864923981115,1,2
0,0,1,1,-1.0738427650786138,1,2,0,0,0,0,0,0,0,0,1,1,-0.5255164619714603,-0.8875023954497269,0,2,-0.8769358083683249,1,0
0,1,0,0,1.3286586944031769,0,1,0,0,2,2,0,2,2,2,1,0,-0.3742929349563432,0.5451157065069009,0,0,0.5289831435840741,1,4
1,0,1,0,0.3920903288424788,1,2,0,2,0,0,2,2,2,1,0,1,0.5214156481331973,0.4824181056939192,0,1,0.48544284310586994,1,4
0,0,1,1,1.4508197855632678,1,2,1,2,0,2,2,2,2,2,1,0,1.4719635322282196,2.3071169789317287,0,0,2.267901493007201,1,5
1,0,1,1,0.6364125111626608,1,2,2,1,1,1,1,1,1,2,0,0,-1.2783105030467143,-0.4584212090408844,0,1,-0.4491722275038582,0,0
0,1,0,0,0.7178532386027215,1,2,1,0,2,0,2,2,2,1,1,2,1.397182667220744,1.353142075294205,0,0,1.351435574016684,1,4
0,1,0,0,-1.0331224013585834,1,0,0,0,2,2,0,2,0,0,1,2,0.006258578081699082,-0.7901886544695778,0,2,-0.805862670823021,1,3
0,0,1,1,1.247217966963116,1,0,2,1,1,1,1,1,1,2,0,2,-1.5093002860698053,-0.4501203999191657,0,0,-0.4683149458175514,0,0
1,0,0,0,-0.62591876415828,1,0,2,1,1,1,1,1,1,0,0,1,-1.451137391063991,-0.8379183069194603,0,1,-0.8482327705277237,0,0
0,0,1,1,0.3920903288424788,1,0,1,0,0,0,0,2,0,0,1,1,0.4383257981248911,0.48599451813465966,1,1,0.4390763973633604,1,1
1,0,1,1,-1.1552834925186746,1,0,2,1,1,1,1,1,1,0,0,3,-1.5259182560714666,-0.9709740956870101,0,2,-0.97333385699299,0,0
0,0,0,1,1.2064976032430856,1,2,2,1,1,1,1,1,1,2,0,0,-1.288281285047711,-0.28461197974489666,0,0,-0.29479404244117885,0,0
1,1,0,0,-1.2367242199587352,1,0,1,0,2,0,0,0,0,0,1,2,0.3303089931140931,-0.9351216647995866,1,2,-0.9406565523744594,1,1
0,0,1,0,-1.2367242199587352,1,0,1,0,0,0,0,0,0,0,1,2,0.1857326540996401,-0.9550568526637142,0,2,-0.9444983435931247,1,0
1,0,1,0,0.6364125111626608,1,2,1,2,2,2,0,2,0,2,1,0,1.068146861187852,0.9670219914142577,0,1,1.0472716899458216,1,4
1,0,1,0,-0.21871512695797646,1,0,2,1,1,1,1,1,1,2,0,0,-1.502653098069141,-0.7783114329071186,0,1,-0.7735386343625287,0,0
0,0,1,1,1.5322605130033284,1,0,0,0,2,2,2,2,2,2,1,0,0.5197538511330312,1.5164649100880219,0,0,1.4786121109104244,1,5
1,1,0,0,-1.2774445836787656,1,2,1,0,0,2,0,2,0,0,1,2,0.7989357471609396,-0.9689430466465894,1,2,-0.9674166153458507,1,2
1,0,1,0,0.5549717837226001,1,2,1,0,2,2,0,2,0,1,1,2,0.9933659961803764,0.8959573516195437,0,1,0.9159884107148873,1,3
1,0,0,0,-0.0965540357978854,1,0,1,0,0,0,0,2,2,0,1,2,0.8471278601657574,0.20842517481718809,1,1,0.1889625414723374,1,2
0,0,0,0,-0.7073594915983407,1,2,0,2,0,0,0,0,2,0,1,0,-0.003712203919297562,-0.5690250752637852,1,1,-0.5784021355661956,1,2
1,0,1,1,1.4915401492832983,1,2,1,0,2,2,0,2,0,1,0,1,1.0299255301840309,1.8667767163205546,0,0,1.9108136230102455,1,3
1,0,0,0,1.3286586944031769,1,0,2,1,1,1,1,1,1,2,1,1,-1.502653098069141,-0.47007766440329785,0,0,-0.44548499110433487,0,0
1,1,1,1,1.6137012404433893,1,0,1,2,0,2,2,2,2,2,1,1,1.3074456292117733,2.2802497323861655,0,0,2.3031399917715083,1,5
1,1,1,0,-0.7888002190384014,1,0,1,0,2,0,2,0,2,0,1,0,0.8072447321617703,-0.491845211727805,1,1,-0.49542827694698094,1,3
