customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
ID181,Male,1,Yes,Yes,19,No,No,DSL,Yes,No internet service,No internet service,No internet service,Yes,No,One year,No,Electronic check,22.69,6022.48,No
ID182,Female,1,Yes,No,14,No,Yes,DSL,No internet service,No internet service,Yes,No internet service,No,Yes,Month-to-month,No,Credit card,60.43,6363.4,No
ID183,Male,1,Yes,Yes,65,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer,28.13,5298.09,Yes
ID184,Male,1,Yes,Yes,15,No,No,No,No internet service,No,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,46.77,3929.93,No
ID185,Female,1,No,No,24,Yes,No,Fiber optic,No internet service,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card,53.94,1358.78,No
ID186,Male,1,Yes,Yes,11,Yes,No phone service,No,No,No,No internet service,No,Yes,No,Month-to-month,Yes,Credit card,63.14,4389.8,No
ID187,Female,0,No,No,61,No,No,No,No internet service,No,No,Yes,No,No,Two year,No,Credit card,59.96,1530.66,Yes
ID188,Female,0,Yes,No,20,No,No phone service,Fiber optic,No,No,Yes,No internet service,Yes,No internet service,Two year,Yes,Credit card,40.44,5494.7,No
ID189,Male,1,No,Yes,23,No,No phone service,No,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card,111.23,5157.87,Yes
ID190,Female,1,No,No,19,Yes,No,Fiber optic,Yes,Yes,No,Yes,No internet service,Yes,One year,Yes,Mailed check,84.98,6122.61,Yes
ID191,Male,0,Yes,No,23,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,62.3,2476.96,Yes
ID192,Female,1,No,Yes,23,Yes,No phone service,DSL,No internet service,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,99.27,2311.17,Yes
ID193,Male,0,No,Yes,42,No,Yes,No,No,Yes,Yes,No,No internet service,No internet service,One year,No,Credit card,110.99,6538.58,Yes
ID194,Female,0,Yes,Yes,5,Yes,No phone service,No,No internet service,No internet service,No,No,No,No internet service,One year,No,Electronic check,73.39,339.59,Yes
ID195,Male,0,No,No,56,No,Yes,No,No internet service,No internet service,No internet service,No,No internet service,Yes,Month-to-month,Yes,Mailed check,112.55,6414.91,No
ID196,Male,1,No,Yes,49,No,No,Fiber optic,Yes,No internet service,No internet service,No,No,No internet service,One year,Yes,Credit card,93.05,6681.83,No
ID197,Female,0,No,Yes,2,Yes,No phone service,DSL,No,No internet service,No,No,No,No,Month-to-month,Yes,Bank transfer,62.59,3773.64,Yes
ID198,Male,0,No,Yes,12,Yes,No phone service,DSL,No,No internet service,No,Yes,Yes,Yes,One year,Yes,Bank transfer,57.1,35.15,No
ID199,Female,1,No,No,12,Yes,No,DSL,Yes,No,Yes,No internet service,No,No internet service,One year,No,Electronic check,49.26,6951.57,No
ID200,Male,1,No,Yes,17,No,Yes,No,No internet service,No internet service,Yes,No,No,Yes,Month-to-month,No,Credit card,114.52,6383.59,No
ID201,Male,0,Yes,No,29,No,Yes,Fiber optic,Yes,No,No internet service,No internet service,No internet service,Yes,One year,Yes,Mailed check,77.41,7949.54,Yes
ID202,Male,0,No,Yes,5,No,Yes,Fiber optic,No,No internet service,No,Yes,No internet service,No,Two year,Yes,Electronic check,83.72,2643.04,No
ID203,Male,0,No,Yes,48,No,No,No,Yes,No internet service,No internet service,Yes,No,No,Two year,No,Mailed check,67.75,8419.66,No
ID204,Female,0,Yes,No,23,Yes,Yes,DSL,No internet service,No,Yes,No,No,No internet service,Month-to-month,Yes,Bank transfer,106.85,5401.34,Yes
ID205,Female,1,Yes,No,11,Yes,No,DSL,No internet service,No internet service,Yes,Yes,No internet service,No,One year,No,Bank transfer,45.54,5530.77,Yes
ID206,Female,0,No,Yes,36,No,Yes,No,Yes,No,No internet service,No internet service,Yes,No,Month-to-month,No,Mailed check,66.41,2479.75,No
ID207,Male,1,Yes,Yes,28,Yes,No phone service,DSL,Yes,Yes,No,No,No,No internet service,One year,No,Mailed check,106.4,3031.12,Yes
ID208,Male,0,No,Yes,41,Yes,Yes,No,No,Yes,No,Yes,No internet service,No internet service,One year,No,Electronic check,20.95,3606.77,Yes
ID209,Female,0,No,Yes,31,Yes,No,No,Yes,Yes,No,No internet service,No internet service,Yes,Two year,Yes,Bank transfer,103.37,4929.51,No
ID210,Male,0,Yes,Yes,70,No,No phone service,DSL,No,No,No internet service,Yes,No internet service,No,One year,No,Mailed check,27.57,4976.75,No
ID211,Male,0,Yes,Yes,52,No,No phone service,DSL,Yes,No,Yes,No,No,No internet service,One year,Yes,Credit card,115.69,5465.61,No
ID212,Female,1,No,No,55,No,No phone service,DSL,No,No,No internet service,No internet service,Yes,No,Month-to-month,Yes,Credit card,109.4,655.11,No
ID213,Female,0,No,No,69,No,No,No,Yes,No internet service,No internet service,Yes,No,Yes,Two year,Yes,Mailed check,65.14,4460.83,No
ID214,Male,1,Yes,Yes,57,No,Yes,DSL,No internet service,No internet service,No internet service,Yes,No internet service,No,Two year,No,Bank transfer,97.45,3751.21,No
ID215,Female,0,No,No,65,Yes,No phone service,DSL,Yes,Yes,No internet service,Yes,Yes,No,Month-to-month,No,Electronic check,59.93,2487.3,No
ID216,Female,0,No,Yes,4,Yes,Yes,Fiber optic,No internet service,No,Yes,No,No internet service,No internet service,Two year,No,Credit card,20.25,521.68,No
ID217,Female,1,Yes,No,34,Yes,No phone service,No,Yes,Yes,Yes,Yes,No,No internet service,Two year,No,Bank transfer,95.79,1421.82,No
ID218,Male,1,No,No,65,No,No phone service,No,Yes,Yes,No internet service,Yes,No internet service,Yes,Two year,Yes,Electronic check,20.86,4561.9,No
ID219,Male,1,No,Yes,37,No,Yes,No,Yes,Yes,No internet service,Yes,No,No internet service,Two year,Yes,Bank transfer,62.53,6573.03,Yes
ID220,Male,0,Yes,Yes,1,No,No phone service,Fiber optic,No internet service,Yes,No internet service,Yes,No internet service,No internet service,One year,Yes,Mailed check,118.71,3141.36,Yes
ID221,Female,1,No,Yes,22,Yes,Yes,DSL,Yes,No internet service,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card,75.27,5589.09,No
ID222,Male,1,Yes,No,58,No,No,No,No internet service,No internet service,No,Yes,No internet service,No,Month-to-month,No,Credit card,95.62,3436.02,No
ID223,Male,1,No,No,32,Yes,Yes,DSL,Yes,Yes,Yes,No internet service,No,No,Two year,Yes,Credit card,94.37,2721.25,No
ID224,Female,0,No,No,2,Yes,No phone service,Fiber optic,Yes,No,No internet service,No internet service,No internet service,No,Two year,No,Bank transfer,96.83,8236.14,Yes
ID225,Male,1,Yes,Yes,43,No,No phone service,No,No internet service,No,No internet service,Yes,Yes,No,Month-to-month,Yes,Electronic check,23.7,2024.49,Yes
ID226,Male,1,Yes,No,59,No,No phone service,No,No internet service,No internet service,No internet service,Yes,Yes,No internet service,One year,Yes,Mailed check,61.26,7956.69,No
ID227,Male,1,No,No,22,Yes,No phone service,Fiber optic,Yes,No internet service,No,No,No,Yes,Month-to-month,Yes,Bank transfer,27.29,1760.61,Yes
ID228,Male,1,No,No,52,Yes,No phone service,DSL,Yes,No internet service,No internet service,No,No,Yes,Month-to-month,No,Credit card,93.34,7334.4,No
ID229,Male,0,No,Yes,43,Yes,Yes,No,No,No internet service,Yes,No,No,No internet service,Two year,No,Credit card,27.06,8081.95,Yes
ID230,Female,1,Yes,Yes,27,No,No,No,No internet service,No internet service,No,No internet service,Yes,No,Month-to-month,No,Credit card,65.08,8432.57,Yes
ID231,Female,1,No,Yes,5,No,Yes,Fiber optic,No internet service,No,No internet service,No,No internet service,No internet service,Two year,No,Bank transfer,72.07,4576.47,No
ID232,Female,1,No,No,59,No,No,No,Yes,No,No internet service,No,No internet service,Yes,One year,Yes,Electronic check,39.15,5669.05,No
ID233,Male,0,Yes,Yes,55,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No,No,No,Two year,Yes,Credit card,116.89,3473.61,No
ID234,Male,1,Yes,Yes,6,No,Yes,DSL,No internet service,No,No internet service,No internet service,No,Yes,One year,No,Mailed check,101.39,8264.21,Yes
ID235,Male,1,No,Yes,21,Yes,No,No,No,Yes,No internet service,Yes,No,Yes,Two year,Yes,Electronic check,21.47,8379.13,No
ID236,Female,0,Yes,Yes,46,No,No,No,Yes,No,No internet service,Yes,No,Yes,Two year,Yes,Mailed check,69.8,257.66,Yes
ID237,Female,0,No,Yes,12,No,Yes,No,No,No,Yes,No,Yes,Yes,One year,No,Credit card,83.57,5484.39,Yes
ID238,Male,0,No,Yes,40,No,No phone service,Fiber optic,No,No internet service,Yes,Yes,No internet service,No,Two year,Yes,Bank transfer,87.44,988.07,No
ID239,Female,1,Yes,No,20,Yes,Yes,DSL,No,No internet service,Yes,Yes,No internet service,No,Two year,No,Credit card,101.3,3552.25,Yes
ID240,Female,1,No,Yes,59,No,No phone service,DSL,No internet service,Yes,No internet service,Yes,No,No internet service,One year,No,Electronic check,50.75,3994.55,No
ID241,Male,0,Yes,No,48,Yes,Yes,DSL,No,No internet service,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,20.53,5888.01,Yes
ID242,Male,1,No,No,28,No,Yes,Fiber optic,Yes,Yes,Yes,No,No internet service,No internet service,Two year,Yes,Bank transfer,108.03,991.92,No
ID243,Male,1,Yes,Yes,30,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No,No,Month-to-month,No,Mailed check,79.48,2355.49,No
ID244,Male,1,No,Yes,36,No,No,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,96.17,6973.36,No
ID245,Male,1,No,Yes,5,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No internet service,Two year,No,Credit card,78.6,7888.35,Yes
ID246,Female,0,No,Yes,24,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No,Yes,Two year,Yes,Electronic check,106.67,4893.65,Yes
ID247,Male,1,Yes,Yes,36,No,No,DSL,No,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,80.99,7691.49,No
ID248,Female,1,No,No,65,No,No,Fiber optic,No,No internet service,No internet service,No,No internet service,No,Month-to-month,No,Mailed check,25.38,7492.73,Yes
ID249,Female,0,No,No,61,No,No,Fiber optic,No internet service,No,No,Yes,Yes,No internet service,Two year,Yes,Electronic check,62.17,657.99,No
ID250,Male,1,Yes,Yes,17,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,No internet service,No,No internet service,One year,Yes,Bank transfer,64.84,1485.21,No
ID251,Female,0,Yes,No,48,Yes,Yes,DSL,No internet service,No,No internet service,No,Yes,No internet service,One year,Yes,Bank transfer,82.71,3533.1,Yes
ID252,Male,0,No,Yes,13,No,No phone service,Fiber optic,No,Yes,No,No internet service,No internet service,No,One year,Yes,Mailed check,106.88,8060.06,No
ID253,Female,1,Yes,No,71,No,No phone service,DSL,No internet service,No,No internet service,No,No,No internet service,One year,Yes,Bank transfer,114.72,5017.87,Yes
ID254,Male,1,Yes,No,23,Yes,Yes,No,Yes,No internet service,Yes,No internet service,Yes,No internet service,One year,Yes,Bank transfer,19.2,1720.15,No
ID255,Female,1,Yes,Yes,29,No,No phone service,No,Yes,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,33.9,4232.76,Yes
ID256,Female,1,Yes,No,20,Yes,No,No,No,Yes,No internet service,Yes,No internet service,Yes,Two year,Yes,Credit card,63.81,630.14,Yes
ID257,Female,1,Yes,Yes,36,Yes,No phone service,No,No internet service,Yes,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card,80.07,2575.13,No
ID258,Female,0,No,No,68,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card,113.46,3309.64,Yes
ID259,Male,0,Yes,Yes,27,No,Yes,Fiber optic,Yes,No internet service,Yes,No internet service,No internet service,Yes,Two year,Yes,Credit card,99.68,1389.56,Yes
ID260,Female,1,No,Yes,55,No,No phone service,No,Yes,No,No,Yes,No internet service,No,Month-to-month,No,Bank transfer,100.68,5563.26,No
ID261,Female,1,Yes,No,69,Yes,Yes,DSL,No internet service,No internet service,No,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,86.63,850.14,No
ID262,Male,0,Yes,No,39,Yes,No phone service,Fiber optic,No,Yes,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer,108.62,6754.76,Yes
ID263,Female,1,No,Yes,32,No,No phone service,Fiber optic,No,Yes,No internet service,No internet service,No,Yes,One year,Yes,Credit card,108.64,7546.16,Yes
ID264,Male,1,No,Yes,7,No,No phone service,No,No internet service,No internet service,Yes,Yes,No internet service,No internet service,Two year,No,Mailed check,22.12,2568.77,Yes
ID265,Female,1,No,Yes,44,Yes,No phone service,No,Yes,No,No internet service,No internet service,Yes,No,One year,No,Credit card,62.18,6793.36,No
ID266,Male,0,Yes,Yes,29,Yes,Yes,No,Yes,No internet service,Yes,No internet service,No,Yes,Two year,No,Electronic check,116.4,1885.82,Yes
ID267,Female,0,Yes,No,71,Yes,Yes,No,Yes,No internet service,Yes,No,No,No,Two year,Yes,Mailed check,25.35,4750.35,Yes
ID268,Female,1,Yes,No,21,No,Yes,No,No,Yes,No internet service,No,Yes,No,Month-to-month,No,Electronic check,54.69,3676.02,No
ID269,Female,0,Yes,No,7,No,Yes,No,No,No internet service,No,Yes,No internet service,Yes,Month-to-month,No,Mailed check,43.31,1146.31,Yes
ID270,Male,0,No,Yes,27,No,No phone service,Fiber optic,No internet service,No internet service,No,No,No internet service,No internet service,Two year,No,Mailed check,96.13,3467.04,Yes
ID271,Female,0,No,No,34,No,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,Yes,One year,Yes,Credit card,64.94,1518.75,Yes
ID272,Female,1,No,No,10,No,Yes,DSL,No,No,No,No internet service,No,No,Two year,No,Credit card,97.57,1006.45,No
ID273,Female,1,No,Yes,19,No,No,No,No internet service,No internet service,Yes,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer,48.4,7123.93,No
ID274,Male,1,No,No,65,Yes,Yes,No,No,No internet service,No,No,Yes,No,Month-to-month,No,Bank transfer,34.18,2190.11,No
ID275,Female,1,Yes,No,54,Yes,No,Fiber optic,Yes,No internet service,No internet service,No internet service,No internet service,Yes,One year,Yes,Mailed check,44.8,8244.45,No
ID276,Male,0,Yes,No,38,Yes,No phone service,DSL,Yes,No,No,No,No internet service,No internet service,One year,Yes,Credit card,50.99,5491.04,No
ID277,Male,0,Yes,Yes,29,Yes,No phone service,No,Yes,No,Yes,No internet service,Yes,No internet service,One year,No,Electronic check,94.58,2624.24,Yes
ID278,Female,1,Yes,No,28,No,Yes,DSL,Yes,No,Yes,Yes,Yes,No internet service,One year,No,Bank transfer,92.27,4352.25,Yes
ID279,Female,1,No,No,55,Yes,No,No,No internet service,No internet service,Yes,Yes,No internet service,No internet service,One year,Yes,Credit card,89.93,4153.52,No
ID280,Male,0,Yes,No,36,No,Yes,No,No internet service,No,Yes,No internet service,No internet service,No internet service,Two year,No,Electronic check,54.68,6926.65,Yes
ID281,Male,1,No,No,59,No,No,No,Yes,Yes,No internet service,No,No,No internet service,Month-to-month,No,Bank transfer,93.49,5515.33,Yes
ID282,Female,0,No,Yes,12,Yes,No,No,No internet service,No internet service,Yes,No,No,No,Month-to-month,Yes,Mailed check,78.36,3287.93,No
ID283,Male,0,No,No,37,Yes,Yes,DSL,No,No,Yes,Yes,No internet service,Yes,Two year,Yes,Electronic check,109.17,4227.27,Yes
ID284,Female,0,Yes,No,29,Yes,No,Fiber optic,Yes,No internet service,No,Yes,No internet service,No internet service,Two year,Yes,Bank transfer,76.01,747.37,No
ID285,Male,1,Yes,Yes,63,No,No phone service,No,No internet service,No,Yes,No internet service,Yes,No internet service,Two year,No,Credit card,109.69,972.96,Yes
ID286,Male,0,Yes,No,68,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Credit card,26.3,4447.55,Yes
ID287,Female,0,Yes,No,37,No,Yes,DSL,No internet service,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,50.99,870.5,No
ID288,Female,0,Yes,No,18,Yes,No phone service,No,Yes,No,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,57.7,4563.32,No
ID289,Male,1,No,No,17,Yes,Yes,No,No,No,No internet service,No,No internet service,Yes,One year,No,Bank transfer,71.58,322.03,No
ID290,Male,1,Yes,No,9,Yes,Yes,No,No,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Credit card,97.34,4971.34,Yes
ID291,Female,1,No,Yes,13,No,No phone service,DSL,No,Yes,No internet service,No internet service,No internet service,No,Month-to-month,No,Credit card,56.91,7780.09,No
ID292,Male,0,No,No,22,No,No phone service,DSL,Yes,No internet service,No internet service,No internet service,No internet service,No,One year,Yes,Electronic check,45.58,444.57,No
ID293,Male,0,No,No,5,No,No phone service,DSL,No,No,No internet service,No internet service,No internet service,No,Two year,No,Electronic check,96.36,808.39,Yes
ID294,Female,1,Yes,Yes,64,No,Yes,No,No,No internet service,No internet service,No internet service,No,No,Month-to-month,No,Electronic check,42.98,6184.7,Yes
ID295,Male,1,No,Yes,7,No,No,Fiber optic,No internet service,No internet service,No internet service,No,No,No internet service,Two year,Yes,Bank transfer,68.29,1484.74,No
ID296,Female,1,No,No,28,Yes,Yes,DSL,No internet service,Yes,No,No internet service,No,No internet service,One year,Yes,Credit card,104.62,911.86,No
ID297,Female,0,Yes,Yes,56,Yes,No phone service,No,Yes,Yes,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,52.58,3696.0,Yes
ID298,Female,1,No,Yes,1,Yes,No,Fiber optic,No,No,No,No internet service,No internet service,No internet service,Two year,No,Credit card,68.69,889.43,No
ID299,Male,1,Yes,Yes,8,No,No,Fiber optic,No internet service,No internet service,No internet service,No,No,No,Month-to-month,Yes,Credit card,116.49,5967.63,No
ID300,Female,1,No,Yes,50,Yes,Yes,DSL,No internet service,No,No,No,Yes,No internet service,Month-to-month,Yes,Bank transfer,94.23,3983.64,No
ID301,Female,1,No,Yes,1,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card,40.15,7308.43,No
ID302,Male,0,No,No,10,Yes,Yes,Fiber optic,Yes,No,No internet service,No internet service,No,No,One year,No,Bank transfer,66.11,47.29,No
ID303,Male,1,Yes,No,54,Yes,Yes,DSL,No,No internet service,No internet service,Yes,No,No internet service,Month-to-month,No,Mailed check,90.69,583.99,No
ID304,Male,1,Yes,Yes,36,Yes,No phone service,Fiber optic,No,No internet service,Yes,Yes,Yes,No internet service,Two year,Yes,Bank transfer,64.57,6193.03,No
ID305,Male,0,No,Yes,24,No,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer,114.63,5010.45,Yes
ID306,Male,1,No,Yes,35,Yes,No phone service,DSL,No,No internet service,Yes,Yes,No internet service,No,Month-to-month,No,Credit card,109.19,1611.41,No
ID307,Female,1,Yes,No,10,No,No phone service,DSL,No internet service,No internet service,No,No internet service,No,No,Two year,No,Bank transfer,79.32,6850.36,Yes
ID308,Female,1,No,Yes,1,No,Yes,No,No,No internet service,No,Yes,No internet service,Yes,One year,No,Credit card,117.02,6272.61,No
ID309,Male,1,Yes,No,28,No,No,Fiber optic,No,No,No,No internet service,No,No internet service,Two year,Yes,Mailed check,93.35,7269.92,No
ID310,Female,1,No,Yes,36,No,No,DSL,Yes,No,Yes,No internet service,No,No internet service,Two year,No,Electronic check,84.89,5795.76,Yes
ID311,Male,1,No,Yes,12,Yes,No phone service,No,Yes,Yes,Yes,No,Yes,No internet service,One year,No,Mailed check,55.29,5884.63,Yes
ID312,Male,1,No,Yes,13,Yes,No,DSL,No,No internet service,No internet service,No,Yes,Yes,Two year,Yes,Mailed check,96.1,332.67,Yes
ID313,Male,1,No,No,57,No,Yes,Fiber optic,No internet service,No,No internet service,Yes,No internet service,Yes,Two year,Yes,Bank transfer,60.45,4668.96,No
ID314,Male,0,No,Yes,67,Yes,Yes,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,104.98,1761.01,No
ID315,Male,1,No,No,64,Yes,No,DSL,No internet service,Yes,Yes,Yes,Yes,No internet service,One year,No,Mailed check,79.47,558.16,Yes
ID316,Male,0,No,Yes,27,Yes,Yes,No,Yes,No internet service,No,No internet service,Yes,No internet service,Two year,Yes,Electronic check,21.2,6488.98,No
ID317,Male,1,No,No,19,Yes,No phone service,No,No internet service,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer,77.09,32.93,Yes
ID318,Female,1,No,No,31,No,No phone service,No,No,No,Yes,Yes,No,No internet service,Month-to-month,No,Mailed check,107.46,7970.53,Yes
ID319,Female,0,Yes,No,29,No,No,No,No internet service,No internet service,No,No,No internet service,Yes,One year,No,Credit card,96.54,8227.09,No
ID320,Male,0,No,Yes,8,No,No phone service,DSL,No internet service,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer,81.8,5264.99,No
ID321,Female,1,Yes,No,42,No,No,No,No internet service,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Mailed check,62.21,5590.99,Yes
ID322,Female,0,No,No,26,Yes,Yes,DSL,Yes,No,No,No internet service,No internet service,No internet service,One year,Yes,Mailed check,109.88,7866.17,No
ID323,Male,1,No,Yes,57,No,Yes,Fiber optic,No,No internet service,No internet service,No,Yes,No internet service,One year,No,Bank transfer,57.34,236.85,Yes
ID324,Male,1,No,No,69,Yes,No phone service,No,No internet service,Yes,No internet service,No internet service,No,Yes,Month-to-month,No,Mailed check,68.84,8533.47,Yes
ID325,Female,1,No,Yes,22,No,No phone service,No,Yes,Yes,No internet service,No,Yes,No internet service,Two year,Yes,Electronic check,73.39,4435.7,No
ID326,Female,1,Yes,Yes,20,No,Yes,Fiber optic,No,No,Yes,No internet service,No,No internet service,Two year,No,Credit card,41.42,5848.99,Yes
ID327,Male,1,No,No,41,Yes,No phone service,Fiber optic,No,Yes,No,No internet service,No internet service,Yes,One year,Yes,Bank transfer,110.75,3179.71,No
ID328,Male,1,No,Yes,5,Yes,No,DSL,Yes,No internet service,Yes,No,No internet service,No,Month-to-month,Yes,Credit card,107.5,2330.82,Yes
ID329,Female,0,Yes,No,9,No,Yes,Fiber optic,Yes,No internet service,Yes,No internet service,No,No,Month-to-month,Yes,Mailed check,86.19,3978.25,No
ID330,Male,0,No,No,6,Yes,Yes,Fiber optic,No,No,No,No internet service,No internet service,No internet service,Two year,No,Credit card,114.88,7492.4,No
ID331,Male,0,Yes,No,27,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,Yes,No internet service,One year,Yes,Credit card,110.63,3275.58,Yes
ID332,Female,0,Yes,No,63,No,No,No,Yes,No internet service,Yes,No internet service,No,No,One year,Yes,Credit card,63.0,7854.44,Yes
ID333,Female,0,Yes,Yes,37,No,No phone service,DSL,No internet service,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer,105.1,6580.77,Yes
ID334,Female,0,No,Yes,65,No,No,No,No internet service,No internet service,Yes,Yes,No internet service,No internet service,One year,Yes,Mailed check,49.92,7848.27,Yes
ID335,Male,1,Yes,No,20,Yes,Yes,DSL,Yes,No internet service,No,Yes,No internet service,No internet service,Month-to-month,No,Credit card,79.5,2188.31,Yes
ID336,Male,0,No,Yes,13,Yes,Yes,DSL,Yes,No internet service,No,No,Yes,No internet service,One year,Yes,Credit card,21.58,81.01,Yes
ID337,Female,1,No,No,62,Yes,No phone service,No,No,Yes,No internet service,No,No,No,One year,Yes,Electronic check,33.66,4635.06,No
ID338,Female,1,No,No,42,No,No,No,No,No,Yes,No internet service,Yes,Yes,Two year,No,Mailed check,29.11,2167.95,Yes
ID339,Female,1,Yes,No,14,Yes,No phone service,No,No internet service,Yes,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Credit card,72.66,4893.5,Yes
ID340,Male,0,No,No,58,Yes,No,Fiber optic,Yes,No,Yes,Yes,No internet service,No internet service,One year,Yes,Credit card,116.19,3311.91,No
ID341,Male,1,Yes,No,7,Yes,No phone service,No,No internet service,No,Yes,No internet service,No,Yes,Month-to-month,No,Mailed check,48.22,4857.05,No
ID342,Male,0,No,No,51,Yes,No phone service,No,Yes,No,No internet service,No internet service,Yes,No internet service,Two year,Yes,Electronic check,110.92,3576.88,Yes
ID343,Female,1,No,No,27,No,No,DSL,No internet service,Yes,Yes,Yes,Yes,No internet service,Two year,Yes,Electronic check,72.42,7322.82,No
ID344,Female,0,No,No,15,No,Yes,Fiber optic,Yes,Yes,No internet service,Yes,Yes,No internet service,Two year,No,Bank transfer,88.98,3321.78,Yes
ID345,Male,1,No,Yes,55,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No internet service,No,Two year,Yes,Bank transfer,58.21,3410.12,Yes
ID346,Female,0,No,Yes,20,Yes,Yes,Fiber optic,No internet service,No,Yes,No internet service,No,Yes,Month-to-month,No,Bank transfer,40.75,4468.32,Yes
ID347,Male,1,No,Yes,20,Yes,No,DSL,No,No internet service,No,No internet service,Yes,Yes,Two year,No,Electronic check,94.04,5971.42,No
ID348,Female,0,No,No,45,No,No phone service,No,No,No,No,Yes,No,No,One year,No,Bank transfer,115.42,7436.84,Yes
ID349,Female,0,Yes,Yes,19,No,No,DSL,No internet service,Yes,Yes,Yes,No internet service,Yes,One year,No,Mailed check,69.65,2419.37,No
ID350,Female,1,No,No,70,No,Yes,No,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,100.91,281.37,No
ID351,Female,0,No,No,49,Yes,Yes,No,Yes,No,No internet service,No,No internet service,Yes,One year,Yes,Credit card,108.84,8278.6,No
ID352,Male,0,No,Yes,55,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,No internet service,No,Two year,Yes,Mailed check,91.42,4282.91,No
ID353,Male,0,No,No,53,Yes,Yes,DSL,Yes,No,No internet service,No internet service,No,Yes,One year,No,Bank transfer,61.41,6543.5,Yes
ID354,Female,1,Yes,Yes,12,No,Yes,No,Yes,Yes,Yes,Yes,No internet service,No internet service,One year,Yes,Credit card,32.19,7409.85,No
ID355,Female,1,Yes,No,15,Yes,Yes,No,No,Yes,Yes,Yes,No internet service,No internet service,Two year,No,Bank transfer,60.62,1910.35,No
ID356,Female,1,Yes,No,30,No,No phone service,No,Yes,Yes,No internet service,No,No,Yes,One year,Yes,Electronic check,74.18,3654.36,Yes
ID357,Female,1,Yes,No,61,Yes,Yes,No,Yes,No,No,No,No,No internet service,Two year,Yes,Mailed check,108.93,441.82,No
ID358,Female,0,Yes,No,44,No,No phone service,Fiber optic,Yes,No,Yes,No internet service,Yes,No,Month-to-month,No,Mailed check,99.68,6324.12,No
ID359,Male,1,Yes,No,64,No,No,Fiber optic,No internet service,Yes,No,Yes,Yes,Yes,Two year,No,Mailed check,106.66,5132.19,No
ID360,Male,1,Yes,Yes,18,Yes,Yes,No,No,No internet service,Yes,No,No,Yes,Two year,Yes,Mailed check,54.63,5083.41,No
ID361,Female,0,No,No,60,No,No,DSL,Yes,No internet service,No,No internet service,No,No,Two year,Yes,Credit card,49.51,5590.57,No
ID362,Female,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No,No internet service,No internet service,Two year,No,Bank transfer,96.8,1056.22,Yes
ID363,Female,0,No,Yes,6,Yes,Yes,No,No internet service,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,52.0,2642.66,No
